date,open,high,low,close,volume,quote_volume
2024-04-29,63088.4,64200.0,61726.2,63842.4,228411.163,14315434994.6138
2024-04-30,63842.4,64700.0,59150.0,60651.2,408747.703,25092892151.668
2024-05-01,60651.2,60816.7,56537.7,58307.6,564108.4,32693924650.62684
2024-05-02,58307.7,59637.3,56951.6,59036.7,299229.302,17487969119.06051
2024-05-03,59036.7,63333.0,58781.3,62853.7,353606.459,21564253109.5137
2024-05-04,62853.7,64547.9,62520.0,63864.2,205205.199,13034701951.8815
2024-05-05,63864.3,64644.3,62833.0,63988.0,185495.653,11834485753.5008
2024-05-06,63987.9,65500.0,62655.3,63142.8,305110.067,19505860305.1004
2024-05-07,63142.7,64392.2,62203.6,62296.0,238974.646,15159034876.2773
2024-05-08,62296.0,62994.9,60843.6,61157.9,241651.579,15009452763.9564
2024-05-09,61157.9,63447.2,60550.0,63050.1,242451.302,14981786317.7292
2024-05-10,63050.0,63446.5,60117.4,60778.1,307214.96,18938234544.3996
2024-05-11,60778.0,61491.4,60432.6,60809.2,113294.787,6901847057.2759
2024-05-12,60809.2,61849.4,60557.3,61455.8,104043.897,6368574511.4435
2024-05-13,61455.7,63440.0,60750.0,62912.1,261927.073,16330380829.2882
2024-05-14,62912.2,63099.6,60950.0,61550.5,244345.274,15109206760.3044
2024-05-15,61550.5,66440.0,61316.1,66175.4,365031.68,23386517394.0322
2024-05-16,66175.4,66800.0,64567.0,65217.7,242455.324,15938380818.0105
2024-05-17,65217.7,67400.6,65061.2,66980.0,227063.919,15063429110.742
2024-05-18,66980.0,67340.5,66503.2,66884.9,96931.548,6486954858.0565
2024-05-19,66884.9,67750.0,65835.8,66239.4,148170.35,9905372922.9644
2024-05-20,66239.4,71674.6,66010.0,71466.5,366028.078,25053653945.1351
2024-05-21,71466.5,72132.8,69165.6,70168.8,263674.327,18645631790.235
2024-05-22,70168.7,70715.4,68736.8,69219.1,194160.494,13560983941.3547
2024-05-23,69219.2,70133.3,66156.6,67999.9,300093.622,20496503158.0627
2024-05-24,67999.9,69273.5,66639.0,68584.1,186681.082,12680535679.1618
2024-05-25,68584.0,69622.8,68523.7,69314.4,85113.605,5877646397.3044
2024-05-26,69314.5,69590.3,68155.0,68524.3,84069.824,5799029948.6581
2024-05-27,68524.4,70750.0,68268.7,69461.6,170291.356,11819516715.6954
2024-05-28,69461.5,69628.0,67273.0,68440.5,227838.44,15550387849.887
2024-05-29,68440.4,68983.0,67129.0,67686.7,158236.599,10750681624.4071
2024-05-30,67686.8,69568.9,67167.0,68402.5,194573.899,13292940496.7956
2024-05-31,68402.6,69080.0,66700.5,67577.9,195751.752,13295783600.0905
2024-06-01,67577.9,67936.0,67480.0,67799.2,50943.058,3450680244.5259
2024-06-02,67799.2,68545.9,67296.3,67805.9,102194.718,6940423185.8599
2024-06-03,67805.9,70372.9,67642.6,68851.4,227676.93,15744535070.2934
2024-06-04,68851.3,71146.4,68595.5,70580.0,216100.016,15102623849.3892
2024-06-05,70580.0,71824.4,70423.6,71133.3,203992.034,14506723806.5747
2024-06-06,71133.3,71714.8,70101.9,70830.0,158483.564,11260906834.1424
2024-06-07,70830.0,72144.0,68405.0,69377.0,299412.37,21108000027.7301
2024-06-08,69377.0,69613.6,69192.3,69346.5,65739.857,4564091530.0889
2024-06-09,69346.6,69879.0,69160.0,69667.1,68024.1,4729738225.2734
2024-06-10,69667.1,70222.7,69201.2,69558.7,127381.604,8872795631.3345
2024-06-11,69558.8,69600.0,66000.0,67320.7,311984.942,21038478955.2817
2024-06-12,67320.6,70028.0,66920.0,68270.3,329918.46,22649278512.31
2024-06-13,68270.3,68607.7,66251.1,66786.9,248355.461,16734408853.5457
2024-06-14,66786.8,67366.5,65052.4,66039.7,239411.231,15866317033.6273
2024-06-15,66039.7,66482.6,65801.0,66213.7,72423.755,4794362622.7179
2024-06-16,66213.7,66960.3,66012.1,66653.6,80361.551,5344491611.4603
2024-06-17,66653.5,67280.6,65094.9,66472.1,248420.787,16425433493.3037
2024-06-18,66472.1,66558.9,64009.8,65150.0,335559.394,21816313661.7988
2024-06-19,65149.9,65711.9,64600.0,64933.6,150032.669,9773747644.9673
2024-06-20,64933.6,66467.0,64526.0,64854.0,220954.676,14443082252.526
2024-06-21,64854.0,65055.5,63361.2,64124.0,210109.601,13452781556.5892
2024-06-22,64124.1,64520.0,63915.8,64240.0,53855.862,3462300794.0067
2024-06-23,64240.1,64500.0,63137.9,63194.9,72052.293,4609994525.5694
2024-06-24,63194.9,63357.0,58218.0,60273.6,445903.184,27225661676.1708
2024-06-25,60273.5,62448.1,60230.5,61777.8,264647.317,16245823572.755
2024-06-26,61777.9,62465.1,60696.0,60860.1,170601.18,10474223643.7333
2024-06-27,60860.1,62379.7,60605.0,61682.0,160172.482,9845346127.8742
2024-06-28,61682.1,62204.0,60038.0,60429.8,195508.125,11963155606.5777
2024-06-29,60429.8,61232.0,60400.1,60982.4,79680.289,4854467389.0233
2024-06-30,60982.5,63058.4,60705.0,62766.0,147777.915,9131797044.0735
2024-07-01,62766.1,63849.0,62502.2,62883.6,193937.938,12249759638.5501
2024-07-02,62883.7,63284.0,61800.0,62123.6,163101.243,10187608652.3055
2024-07-03,62123.5,62278.2,59299.3,60208.0,295303.265,17865344372.0136
2024-07-04,60208.0,60500.0,56560.0,57045.9,445656.277,25874210041.42714
2024-07-05,57045.9,57533.4,53329.5,56604.9,577193.595,32076653813.40088
